word,stem,predicted,correct
aliojaribu,jarib,ribu,False
tuliojaribu,jarib,ribu,False
mliojaribu,jarib,ribu,False
waliojaribu,jarib,ribu,False
nilipojaribu,jarib,ribu,False
ulipojaribu,jarib,ribu,False
alipojaribu,jarib,ribu,False
tulipojaribu,jarib,ribu,False
mlipojaribu,jarib,ribu,False
walipojaribu,jarib,ribu,False
nijapojaribu,jarib,ribu,False
ujapojaribu,jarib,ribu,False
ajapojaribu,jarib,ribu,False
tujapojaribu,jarib,ribu,False
mjapojaribu,jarib,ribu,False
wajapojaribu,jarib,ribu,False
nisipojaribu,jarib,ribu,False
usipojaribu,jarib,ribu,False
asipojaribu,jarib,ribu,False
tusipojaribu,jarib,ribu,False
msipojaribu,jarib,ribu,False
wasipojaribu,jarib,ribu,False
nikijaribu,jarib,ribu,False
ukijaribu,jarib,ribu,False
akijaribu,jarib,ribu,False
tukijaribu,jarib,ribu,False
mkijaribu,jarib,ribu,False
niliyajaribu,jarib,ribu,False
uliyajaribu,jarib,ribu,False
aliyajaribu,jarib,ribu,False
tuliyajaribu,jarib,ribu,False
mliyajaribu,jarib,ribu,False
waliyajaribu,jarib,ribu,False
wakijaribu,jarib,ribu,False
nilichojaribu,jarib,ribu,False
ulichojaribu,jarib,ribu,False
alichojaribu,jarib,ribu,False
tulichojaribu,jarib,ribu,False
mlichojaribu,jarib,ribu,False
walichojaribu,jarib,ribu,False
yaliojaribu,jarib,ribu,False
kilichojaribu,jarib,ribu,False
zilizojaribu,jarib,ribu,False
inajaribu,jarib,ribu,False
itajaribu,jarib,ribu,False
ilijaribu,jarib,ribu,False
imejaribu,jarib,ribu,False
ingejaribu,jarib,ribu,False
ingalijaribu,jarib,ribu,False
iliyejaribu,jarib,ribu,False
iliojaribu,jarib,ribu,False
iliyojaribu,jarib,ribu,False
ilipojaribu,jarib,ribu,False
ikijaribu,jarib,ribu,False
ilichojaribu,jarib,ribu,False
zinajaribu,jarib,ribu,False
zitajaribu,jarib,ribu,False
zilijaribu,jarib,ribu,False
zimejaribu,jarib,ribu,False
zingejaribu,jarib,ribu,False
zingalijaribu,jarib,ribu,False
ziliyejaribu,jarib,ribu,False
ziliojaribu,jarib,ribu,False
zilipojaribu,jarib,ribu,False
zikijaribu,jarib,ribu,False
yanajaribu,jarib,ribu,False
yatajaribu,jarib,ribu,False
yalijaribu,jarib,ribu,False
yamejaribu,jarib,ribu,False
yangejaribu,jarib,ribu,False
yangalijaribu,jarib,ribu,False
yaliyejaribu,jarib,ribu,False
yaliyojaribu,jarib,ribu,False
yalipojaribu,jarib,ribu,False
yakijaribu,jarib,ribu,False
lililojaribu,jarib,ribu,False
aliyojaribu,jarib,ribu,False
lilijaribu,jarib,ribu,False
ninayejaribu,jarib,ribu,False
nitayejaribu,jarib,ribu,False
tunayejaribu,jarib,ribu,False
tutayejaribu,jarib,ribu,False
unayejaribu,jarib,ribu,False
utayejaribu,jarib,ribu,False
mnayejaribu,jarib,ribu,False
mtayejaribu,jarib,ribu,False
anayejaribu,jarib,ribu,False
atayejaribu,jarib,ribu,False
wanayejaribu,jarib,ribu,False
watayejaribu,jarib,ribu,False
jazana,jaz,zan,False
nilijazana,jaz,zan,False
ninajazana,jaz,zan,False
nimejazana,jaz,zan,False
nitajazana,jaz,zan,False
tulijazana,jaz,zan,False
tunajazana,jaz,zan,False
tumejazana,jaz,zan,False
tutajazana,jaz,zan,False
ulijazana,jaz,zan,False
unajazana,jaz,zan,False
umejazana,jaz,zan,False
utajazana,jaz,zan,False
mlijazana,jaz,zan,False
mnajazana,jaz,zan,False
mmejazana,jaz,zan,False
mtajazana,jaz,zan,False
alijazana,jaz,zan,False
anajazana,jaz,zan,False
amejazana,jaz,zan,False
atajazana,jaz,zan,False
walijazana,jaz,zan,False
wanajazana,jaz,zan,False
wamejazana,jaz,zan,False
watajazana,jaz,zan,False
hujazana,jaz,zan,False
kujazana,jaz,zan,False
kumjazana,jaz,zan,False
kuwajazana,jaz,zan,False
ningejazana,jaz,zan,False
ungejazana,jaz,zan,False
angejazana,jaz,zan,False
tungejazana,jaz,zan,False
mngejazana,jaz,zan,False
wangejazana,jaz,zan,False
ningalijazana,jaz,zan,False
ungalijazana,jaz,zan,False
angalijazana,jaz,zan,False
tungalijazana,jaz,zan,False
mngalijazana,jaz,zan,False
wangalijazana,jaz,zan,False
niliyejazana,jaz,zan,False
uliyejazana,jaz,zan,False
aliyejazana,jaz,zan,False
tuliyejazana,jaz,zan,False
mliyejazana,jaz,zan,False
waliyejazana,jaz,zan,False
niliojazana,jaz,zan,False
uliojazana,jaz,zan,False
aliojazana,jaz,zan,False
tuliojazana,jaz,zan,False
mliojazana,jaz,zan,False
waliojazana,jaz,zan,False
nilipojazana,jaz,zan,False
ulipojazana,jaz,zan,False
alipojazana,jaz,zan,False
tulipojazana,jaz,zan,False
mlipojazana,jaz,zan,False
walipojazana,jaz,zan,False
nijapojazana,jaz,zan,False
ujapojazana,jaz,zan,False
ajapojazana,jaz,zan,False
tujapojazana,jaz,zan,False
mjapojazana,jaz,zan,False
wajapojazana,jaz,zan,False
nisipojazana,jaz,zan,False
usipojazana,jaz,zan,False
asipojazana,jaz,zan,False
tusipojazana,jaz,zan,False
msipojazana,jaz,zan,False
wasipojazana,jaz,zan,False
nikijazana,jaz,zan,False
ukijazana,jaz,zan,False
akijazana,jaz,zan,False
tukijazana,jaz,zan,False
mkijazana,jaz,zan,False
niliyajazana,jaz,zan,False
uliyajazana,jaz,zan,False
aliyajazana,jaz,zan,False
tuliyajazana,jaz,zan,False
mliyajazana,jaz,zan,False
waliyajazana,jaz,zan,False
wakijazana,jaz,zan,False
nilichojazana,jaz,zan,False
ulichojazana,jaz,zan,False
alichojazana,jaz,zan,False
tulichojazana,jaz,zan,False
mlichojazana,jaz,zan,False
walichojazana,jaz,zan,False
yaliojazana,jaz,zan,False
kilichojazana,jaz,zan,False
zilizojazana,jaz,zan,False
inajazana,jaz,zan,False
itajazana,jaz,zan,False
ilijazana,jaz,zan,False
imejazana,jaz,zan,False
ingejazana,jaz,zan,False
ingalijazana,jaz,zan,False
iliyejazana,jaz,zan,False
iliojazana,jaz,zan,False
iliyojazana,jaz,zan,False
ilipojazana,jaz,zan,False
ikijazana,jaz,zan,False
ilichojazana,jaz,zan,False
zinajazana,jaz,zan,False
zitajazana,jaz,zan,False
zilijazana,jaz,zan,False
zimejazana,jaz,zan,False
zingejazana,jaz,zan,False
zingalijazana,jaz,zan,False
ziliyejazana,jaz,zan,False
ziliojazana,jaz,zan,False
zilipojazana,jaz,zan,False
zikijazana,jaz,zan,False
yanajazana,jaz,zan,False
yatajazana,jaz,zan,False
yalijazana,jaz,zan,False
yamejazana,jaz,zan,False
yangejazana,jaz,zan,False
yangalijazana,jaz,zan,False
yaliyejazana,jaz,zan,False
yaliyojazana,jaz,zan,False
yalipojazana,jaz,zan,False
yakijazana,jaz,zan,False
lililojazana,jaz,zan,False
aliyojazana,jaz,zan,False
lilijazana,jaz,zan,False
ninayejazana,jaz,zan,False
nitayejazana,jaz,zan,False
tunayejazana,jaz,zan,False
tutayejazana,jaz,zan,False
unayejazana,jaz,zan,False
utayejazana,jaz,zan,False
mnayejazana,jaz,zan,False
mtayejazana,jaz,zan,False
anayejazana,jaz,zan,False
atayejazana,jaz,zan,False
wanayejazana,jaz,zan,False
watayejazana,jaz,zan,False
jibu,jib,jibu,False
nilijibu,jib,jibu,False
ninajibu,jib,jibu,False
nimejibu,jib,jibu,False
nitajibu,jib,jibu,False
tulijibu,jib,jibu,False
tunajibu,jib,jibu,False
tumejibu,jib,jibu,False
tutajibu,jib,jibu,False
ulijibu,jib,jibu,False
unajibu,jib,jibu,False
umejibu,jib,jibu,False
utajibu,jib,jibu,False
mlijibu,jib,jibu,False
mnajibu,jib,jibu,False
mmejibu,jib,jibu,False
mtajibu,jib,jibu,False
alijibu,jib,jibu,False
anajibu,jib,jibu,False
amejibu,jib,jibu,False
atajibu,jib,jibu,False
walijibu,jib,jibu,False
wanajibu,jib,jibu,False
wamejibu,jib,jibu,False
watajibu,jib,jibu,False
hujibu,jib,jibu,False
kujibu,jib,jibu,False
kumjibu,jib,jibu,False
kuwajibu,jib,jibu,False
ningejibu,jib,jibu,False
ungejibu,jib,jibu,False
angejibu,jib,jibu,False
tungejibu,jib,jibu,False
mngejibu,jib,jibu,False
wangejibu,jib,jibu,False
ningalijibu,jib,jibu,False
ungalijibu,jib,jibu,False
angalijibu,jib,jibu,False
tungalijibu,jib,jibu,False
mngalijibu,jib,jibu,False
wangalijibu,jib,jibu,False
niliyejibu,jib,jibu,False
uliyejibu,jib,jibu,False
aliyejibu,jib,jibu,False
tuliyejibu,jib,jibu,False
mliyejibu,jib,jibu,False
waliyejibu,jib,jibu,False
niliojibu,jib,jibu,False
uliojibu,jib,jibu,False
aliojibu,jib,jibu,False
tuliojibu,jib,jibu,False
mliojibu,jib,jibu,False
waliojibu,jib,jibu,False
nilipojibu,jib,jibu,False
ulipojibu,jib,jibu,False
alipojibu,jib,jibu,False
tulipojibu,jib,jibu,False
mlipojibu,jib,jibu,False
walipojibu,jib,jibu,False
nijapojibu,jib,jibu,False
ujapojibu,jib,jibu,False
ajapojibu,jib,jibu,False
tujapojibu,jib,jibu,False
mjapojibu,jib,jibu,False
wajapojibu,jib,jibu,False
nisipojibu,jib,jibu,False
usipojibu,jib,jibu,False
asipojibu,jib,jibu,False
tusipojibu,jib,jibu,False
msipojibu,jib,jibu,False
wasipojibu,jib,jibu,False
nikijibu,jib,jibu,False
ukijibu,jib,jibu,False
akijibu,jib,jibu,False
tukijibu,jib,jibu,False
mkijibu,jib,jibu,False
niliyajibu,jib,jibu,False
uliyajibu,jib,jibu,False
aliyajibu,jib,jibu,False
tuliyajibu,jib,jibu,False
mliyajibu,jib,jibu,False
waliyajibu,jib,jibu,False
wakijibu,jib,jibu,False
nilichojibu,jib,jibu,False
ulichojibu,jib,jibu,False
alichojibu,jib,jibu,False
tulichojibu,jib,jibu,False
mlichojibu,jib,jibu,False
walichojibu,jib,jibu,False
yaliojibu,jib,jibu,False
kilichojibu,jib,jibu,False
zilizojibu,jib,jibu,False
inajibu,jib,jibu,False
itajibu,jib,jibu,False
ilijibu,jib,jibu,False
imejibu,jib,jibu,False
ingejibu,jib,jibu,False
ingalijibu,jib,jibu,False
iliyejibu,jib,jibu,False
iliojibu,jib,jibu,False
iliyojibu,jib,jibu,False
ilipojibu,jib,jibu,False
ikijibu,jib,jibu,False
ilichojibu,jib,jibu,False
zinajibu,jib,jibu,False
zitajibu,jib,jibu,False
zilijibu,jib,jibu,False
zimejibu,jib,jibu,False
zingejibu,jib,jibu,False
zingalijibu,jib,jibu,False
ziliyejibu,jib,jibu,False
ziliojibu,jib,jibu,False
zilipojibu,jib,jibu,False
zikijibu,jib,jibu,False
yanajibu,jib,jibu,False
yatajibu,jib,jibu,False
yalijibu,jib,jibu,False
yamejibu,jib,jibu,False
yangejibu,jib,jibu,False
yangalijibu,jib,jibu,False
yaliyejibu,jib,jibu,False
yaliyojibu,jib,jibu,False
yalipojibu,jib,jibu,False
yakijibu,jib,jibu,False
lililojibu,jib,jibu,False
aliyojibu,jib,jibu,False
lilijibu,jib,jibu,False
ninayejibu,jib,jibu,False
nitayejibu,jib,jibu,False
tunayejibu,jib,jibu,False
tutayejibu,jib,jibu,False
unayejibu,jib,jibu,False
utayejibu,jib,jibu,False
mnayejibu,jib,jibu,False
mtayejibu,jib,jibu,False
anayejibu,jib,jibu,False
atayejibu,jib,jibu,False
wanayejibu,jib,jibu,False
watayejibu,jib,jibu,False
jiona,on,jiona,False
nilijiona,on,nilijiona,False
ninajiona,on,ninajiona,False
nimejiona,on,nimejiona,False
nitajiona,on,nitajiona,False
tulijiona,on,tulijiona,False
tunajiona,on,tunajiona,False
tumejiona,on,tumejiona,False
tutajiona,on,tutajiona,False
ulijiona,on,ulijiona,False
unajiona,on,unajiona,False
umejiona,on,umejiona,False
utajiona,on,utajiona,False
mlijiona,on,mlijiona,False
mnajiona,on,mnajiona,False
mmejiona,on,mmejiona,False
mtajiona,on,mtajiona,False
alijiona,on,alijiona,False
anajiona,on,anajiona,False
amejiona,on,amejiona,False
atajiona,on,atajiona,False
walijiona,on,walijiona,False
wanajiona,on,wanajiona,False
wamejiona,on,wamejiona,False
watajiona,on,watajiona,False
hujiona,on,hujiona,False
kujiona,on,kujiona,False
kumjiona,on,kumjiona,False
kuwajiona,on,kuwajiona,False
ningejiona,on,ningejiona,False
ungejiona,on,ungejiona,False
angejiona,on,angejiona,False
tungejiona,on,tungejiona,False
mngejiona,on,mngejiona,False
wangejiona,on,wangejiona,False
ningalijiona,on,ningalijiona,False
ungalijiona,on,ungalijiona,False
angalijiona,on,angalijiona,False
tungalijiona,on,tungalijiona,False
mngalijiona,on,mngalijiona,False
wangalijiona,on,wangalijiona,False
niliyejiona,on,niliyejiona,False
uliyejiona,on,uliyejiona,False
aliyejiona,on,aliyejiona,False
tuliyejiona,on,tuliyejiona,False
mliyejiona,on,mliyejiona,False
waliyejiona,on,waliyejiona,False
niliojiona,on,niliojiona,False
uliojiona,on,uliojiona,False
aliojiona,on,aliojiona,False
tuliojiona,on,tuliojiona,False
mliojiona,on,mliojiona,False
waliojiona,on,waliojiona,False
nilipojiona,on,nilipojiona,False
ulipojiona,on,ulipojiona,False
alipojiona,on,alipojiona,False
tulipojiona,on,tulipojiona,False
mlipojiona,on,mlipojiona,False
walipojiona,on,walipojiona,False
nijapojiona,on,nijapojiona,False
ujapojiona,on,ujapojiona,False
ajapojiona,on,ajapojiona,False
tujapojiona,on,tujapojiona,False
mjapojiona,on,mjapojiona,False
wajapojiona,on,wajapojiona,False
nisipojiona,on,nisipojiona,False
usipojiona,on,usipojiona,False
asipojiona,on,asipojiona,False
tusipojiona,on,tusipojiona,False
msipojiona,on,msipojiona,False
wasipojiona,on,wasipojiona,False
nikijiona,on,nikijiona,False
ukijiona,on,ukijiona,False
akijiona,on,akijiona,False
tukijiona,on,tukijiona,False
mkijiona,on,mkijiona,False
niliyajiona,on,niliyajiona,False
uliyajiona,on,uliyajiona,False
aliyajiona,on,aliyajiona,False
tuliyajiona,on,tuliyajiona,False
mliyajiona,on,mliyajiona,False
waliyajiona,on,waliyajiona,False
wakijiona,on,wakijiona,False
nilichojiona,on,nilichojiona,False
ulichojiona,on,ulichojiona,False
alichojiona,on,alichojiona,False
tulichojiona,on,tulichojiona,False
mlichojiona,on,mlichojiona,False
walichojiona,on,walichojiona,False
yaliojiona,on,yaliojiona,False
kilichojiona,on,kilichojiona,False
zilizojiona,on,zilizojiona,False
inajiona,on,inajiona,False
itajiona,on,itajiona,False
ilijiona,on,ilijiona,False
imejiona,on,imejiona,False
ingejiona,on,ingejiona,False
ingalijiona,on,ingalijiona,False
iliyejiona,on,iliyejiona,False
iliojiona,on,iliojiona,False
iliyojiona,on,iliyojiona,False
ilipojiona,on,ilipojiona,False
ikijiona,on,ikijiona,False
ilichojiona,on,ilichojiona,False
zinajiona,on,zinajiona,False
zitajiona,on,zitajiona,False
zilijiona,on,zilijiona,False
zimejiona,on,zimejiona,False
zingejiona,on,zingejiona,False
zingalijiona,on,zingalijiona,False
ziliyejiona,on,ziliyejiona,False
ziliojiona,on,ziliojiona,False
zilipojiona,on,zilipojiona,False
zikijiona,on,zikijiona,False
yanajiona,on,yanajiona,False
yatajiona,on,yatajiona,False
yalijiona,on,yalijiona,False
yamejiona,on,yamejiona,False
yangejiona,on,yangejiona,False
yangalijiona,on,yangalijiona,False
yaliyejiona,on,yaliyejiona,False
yaliyojiona,on,yaliyojiona,False
yalipojiona,on,yalipojiona,False
yakijiona,on,yakijiona,False
lililojiona,on,lililojiona,False
aliyojiona,on,aliyojiona,False
lilijiona,on,lilijiona,False
ninayejiona,on,ninayejiona,False
nitayejiona,on,nitayejiona,False
tunayejiona,on,tunayejiona,False
tutayejiona,on,tutayejiona,False
unayejiona,on,unayejiona,False
utayejiona,on,utayejiona,False
mnayejiona,on,mnayejiona,False
mtayejiona,on,mtayejiona,False
anayejiona,on,anayejiona,False
atayejiona,on,atayejiona,False
wanayejiona,on,wanayejiona,False
watayejiona,on,watayejiona,False
jipendekeza,pendekez,pendek,False
nilijipendekeza,pendekez,pendek,False
ninajipendekeza,pendekez,pendek,False
nimejipendekeza,pendekez,pendek,False
nitajipendekeza,pendekez,pendek,False
tulijipendekeza,pendekez,pendek,False
tunajipendekeza,pendekez,pendek,False
tumejipendekeza,pendekez,pendek,False
tutajipendekeza,pendekez,pendek,False
ulijipendekeza,pendekez,pendek,False
unajipendekeza,pendekez,pendek,False
umejipendekeza,pendekez,pendek,False
utajipendekeza,pendekez,pendek,False
mlijipendekeza,pendekez,pendek,False
mnajipendekeza,pendekez,pendek,False
mmejipendekeza,pendekez,pendek,False
mtajipendekeza,pendekez,pendek,False
alijipendekeza,pendekez,pendek,False
anajipendekeza,pendekez,pendek,False
amejipendekeza,pendekez,pendek,False
atajipendekeza,pendekez,pendek,False
walijipendekeza,pendekez,pendek,False
wanajipendekeza,pendekez,pendek,False
wamejipendekeza,pendekez,pendek,False
watajipendekeza,pendekez,pendek,False
hujipendekeza,pendekez,pendek,False
kujipendekeza,pendekez,pendek,False
kumjipendekeza,pendekez,pendek,False
kuwajipendekeza,pendekez,pendek,False
ningejipendekeza,pendekez,pendek,False
ungejipendekeza,pendekez,pendek,False
angejipendekeza,pendekez,pendek,False
tungejipendekeza,pendekez,pendek,False
mngejipendekeza,pendekez,pendek,False
wangejipendekeza,pendekez,pendek,False
ningalijipendekeza,pendekez,pendek,False
ungalijipendekeza,pendekez,pendek,False
angalijipendekeza,pendekez,pendek,False
tungalijipendekeza,pendekez,pendek,False
mngalijipendekeza,pendekez,pendek,False
wangalijipendekeza,pendekez,pendek,False
niliyejipendekeza,pendekez,pendek,False
uliyejipendekeza,pendekez,pendek,False
aliyejipendekeza,pendekez,pendek,False
tuliyejipendekeza,pendekez,pendek,False
mliyejipendekeza,pendekez,pendek,False
waliyejipendekeza,pendekez,pendek,False
niliojipendekeza,pendekez,pendek,False
uliojipendekeza,pendekez,pendek,False
aliojipendekeza,pendekez,pendek,False
tuliojipendekeza,pendekez,pendek,False
mliojipendekeza,pendekez,pendek,False
waliojipendekeza,pendekez,pendek,False
nilipojipendekeza,pendekez,pendek,False
ulipojipendekeza,pendekez,pendek,False
alipojipendekeza,pendekez,pendek,False
tulipojipendekeza,pendekez,pendek,False
mlipojipendekeza,pendekez,pendek,False
walipojipendekeza,pendekez,pendek,False
nijapojipendekeza,pendekez,pendek,False
ujapojipendekeza,pendekez,pendek,False
ajapojipendekeza,pendekez,pendek,False
tujapojipendekeza,pendekez,pendek,False
mjapojipendekeza,pendekez,pendek,False
wajapojipendekeza,pendekez,pendek,False
nisipojipendekeza,pendekez,pendek,False
usipojipendekeza,pendekez,pendek,False
asipojipendekeza,pendekez,pendek,False
tusipojipendekeza,pendekez,pendek,False
msipojipendekeza,pendekez,pendek,False
wasipojipendekeza,pendekez,pendek,False
nikijipendekeza,pendekez,pendek,False
ukijipendekeza,pendekez,pendek,False
akijipendekeza,pendekez,pendek,False
tukijipendekeza,pendekez,pendek,False
mkijipendekeza,pendekez,pendek,False
niliyajipendekeza,pendekez,pendek,False
uliyajipendekeza,pendekez,pendek,False
aliyajipendekeza,pendekez,pendek,False
tuliyajipendekeza,pendekez,pendek,False
mliyajipendekeza,pendekez,pendek,False
waliyajipendekeza,pendekez,pendek,False
wakijipendekeza,pendekez,pendek,False
nilichojipendekeza,pendekez,pendek,False
ulichojipendekeza,pendekez,pendek,False
alichojipendekeza,pendekez,pendek,False
tulichojipendekeza,pendekez,pendek,False
mlichojipendekeza,pendekez,pendek,False
walichojipendekeza,pendekez,pendek,False
yaliojipendekeza,pendekez,pendek,False
kilichojipendekeza,pendekez,pendek,False
zilizojipendekeza,pendekez,pendek,False
inajipendekeza,pendekez,pendek,False
itajipendekeza,pendekez,pendek,False
ilijipendekeza,pendekez,pendek,False
imejipendekeza,pendekez,pendek,False
ingejipendekeza,pendekez,pendek,False
ingalijipendekeza,pendekez,pendek,False
iliyejipendekeza,pendekez,pendek,False
iliojipendekeza,pendekez,pendek,False
iliyojipendekeza,pendekez,pendek,False
ilipojipendekeza,pendekez,pendek,False
ikijipendekeza,pendekez,pendek,False
ilichojipendekeza,pendekez,pendek,False
zinajipendekeza,pendekez,pendek,False
zitajipendekeza,pendekez,pendek,False
zilijipendekeza,pendekez,pendek,False
zimejipendekeza,pendekez,pendek,False
zingejipendekeza,pendekez,pendek,False
zingalijipendekeza,pendekez,pendek,False
ziliyejipendekeza,pendekez,pendek,False
ziliojipendekeza,pendekez,pendek,False
zilipojipendekeza,pendekez,pendek,False
zikijipendekeza,pendekez,pendek,False
yanajipendekeza,pendekez,pendek,False
yatajipendekeza,pendekez,pendek,False
yalijipendekeza,pendekez,pendek,False
yamejipendekeza,pendekez,pendek,False
yangejipendekeza,pendekez,pendek,False
yangalijipendekeza,pendekez,pendek,False
yaliyejipendekeza,pendekez,pendek,False
yaliyojipendekeza,pendekez,pendek,False
yalipojipendekeza,pendekez,pendek,False
yakijipendekeza,pendekez,pendek,False
lililojipendekeza,pendekez,pendek,False
aliyojipendekeza,pendekez,pendek,False
lilijipendekeza,pendekez,pendek,False
ninayejipendekeza,pendekez,pendek,False
nitayejipendekeza,pendekez,pendek,False
tunayejipendekeza,pendekez,pendek,False
tutayejipendekeza,pendekez,pendek,False
unayejipendekeza,pendekez,pendek,False
utayejipendekeza,pendekez,pendek,False
mnayejipendekeza,pendekez,pendek,False
mtayejipendekeza,pendekez,pendek,False
anayejipendekeza,pendekez,pendek,False
atayejipendekeza,pendekez,pendek,False
wanayejipendekeza,pendekez,pendek,False
watayejipendekeza,pendekez,pendek,False
jipongeza,pongez,pong,False
nilijipongeza,pongez,pong,False
ninajipongeza,pongez,pong,False
nimejipongeza,pongez,pong,False
nitajipongeza,pongez,pong,False
tulijipongeza,pongez,pong,False
tunajipongeza,pongez,pong,False
tumejipongeza,pongez,pong,False
tutajipongeza,pongez,pong,False
ulijipongeza,pongez,pong,False
unajipongeza,pongez,pong,False
umejipongeza,pongez,pong,False
utajipongeza,pongez,pong,False
mlijipongeza,pongez,pong,False
mnajipongeza,pongez,pong,False
mmejipongeza,pongez,pong,False
mtajipongeza,pongez,pong,False
alijipongeza,pongez,pong,False
anajipongeza,pongez,pong,False
amejipongeza,pongez,pong,False
atajipongeza,pongez,pong,False
walijipongeza,pongez,pong,False
wanajipongeza,pongez,pong,False
wamejipongeza,pongez,pong,False
watajipongeza,pongez,pong,False
hujipongeza,pongez,pong,False
kujipongeza,pongez,pong,False
kumjipongeza,pongez,pong,False
kuwajipongeza,pongez,pong,False
ningejipongeza,pongez,pong,False
ungejipongeza,pongez,pong,False
angejipongeza,pongez,pong,False
tungejipongeza,pongez,pong,False
mngejipongeza,pongez,pong,False
wangejipongeza,pongez,pong,False
ningalijipongeza,pongez,pong,False
ungalijipongeza,pongez,pong,False
angalijipongeza,pongez,pong,False
tungalijipongeza,pongez,pong,False
mngalijipongeza,pongez,pong,False
wangalijipongeza,pongez,pong,False
niliyejipongeza,pongez,pong,False
uliyejipongeza,pongez,pong,False
aliyejipongeza,pongez,pong,False
tuliyejipongeza,pongez,pong,False
mliyejipongeza,pongez,pong,False
waliyejipongeza,pongez,pong,False
niliojipongeza,pongez,pong,False
uliojipongeza,pongez,pong,False
aliojipongeza,pongez,pong,False
tuliojipongeza,pongez,pong,False
mliojipongeza,pongez,pong,False
waliojipongeza,pongez,pong,False
nilipojipongeza,pongez,pong,False
ulipojipongeza,pongez,pong,False
alipojipongeza,pongez,pong,False
tulipojipongeza,pongez,pong,False
mlipojipongeza,pongez,pong,False
walipojipongeza,pongez,pong,False
nijapojipongeza,pongez,pong,False
ujapojipongeza,pongez,pong,False
ajapojipongeza,pongez,pong,False
tujapojipongeza,pongez,pong,False
mjapojipongeza,pongez,pong,False
wajapojipongeza,pongez,pong,False
nisipojipongeza,pongez,pong,False
usipojipongeza,pongez,pong,False
asipojipongeza,pongez,pong,False
tusipojipongeza,pongez,pong,False
msipojipongeza,pongez,pong,False
wasipojipongeza,pongez,pong,False
nikijipongeza,pongez,pong,False
ukijipongeza,pongez,pong,False
akijipongeza,pongez,pong,False
tukijipongeza,pongez,pong,False
mkijipongeza,pongez,pong,False
niliyajipongeza,pongez,pong,False
uliyajipongeza,pongez,pong,False
aliyajipongeza,pongez,pong,False
tuliyajipongeza,pongez,pong,False
mliyajipongeza,pongez,pong,False
waliyajipongeza,pongez,pong,False
wakijipongeza,pongez,pong,False
nilichojipongeza,pongez,pong,False
ulichojipongeza,pongez,pong,False
alichojipongeza,pongez,pong,False
tulichojipongeza,pongez,pong,False
mlichojipongeza,pongez,pong,False
walichojipongeza,pongez,pong,False
yaliojipongeza,pongez,pong,False
kilichojipongeza,pongez,pong,False
zilizojipongeza,pongez,pong,False
inajipongeza,pongez,pong,False
itajipongeza,pongez,pong,False
ilijipongeza,pongez,pong,False
imejipongeza,pongez,pong,False
ingejipongeza,pongez,pong,False
ingalijipongeza,pongez,pong,False
iliyejipongeza,pongez,pong,False
iliojipongeza,pongez,pong,False
iliyojipongeza,pongez,pong,False
ilipojipongeza,pongez,pong,False
ikijipongeza,pongez,pong,False
ilichojipongeza,pongez,pong,False
zinajipongeza,pongez,pong,False
zitajipongeza,pongez,pong,False
zilijipongeza,pongez,pong,False
zimejipongeza,pongez,pong,False
zingejipongeza,pongez,pong,False
zingalijipongeza,pongez,pong,False
ziliyejipongeza,pongez,pong,False
ziliojipongeza,pongez,pong,False
zilipojipongeza,pongez,pong,False
zikijipongeza,pongez,pong,False
yanajipongeza,pongez,pong,False
yatajipongeza,pongez,pong,False
yalijipongeza,pongez,pong,False
yamejipongeza,pongez,pong,False
yangejipongeza,pongez,pong,False
yangalijipongeza,pongez,pong,False
yaliyejipongeza,pongez,pong,False
yaliyojipongeza,pongez,pong,False
yalipojipongeza,pongez,pong,False
yakijipongeza,pongez,pong,False
lililojipongeza,pongez,pong,False
aliyojipongeza,pongez,pong,False
lilijipongeza,pongez,pong,False
ninayejipongeza,pongez,pong,False
nitayejipongeza,pongez,pong,False
tunayejipongeza,pongez,pong,False
tutayejipongeza,pongez,pong,False
unayejipongeza,pongez,pong,False
utayejipongeza,pongez,pong,False
mnayejipongeza,pongez,pong,False
mtayejipongeza,pongez,pong,False
anayejipongeza,pongez,pong,False
atayejipongeza,pongez,pong,False
wanayejipongeza,pongez,pong,False
watayejipongeza,pongez,pong,False
jitokeza,tokez,tok,False
nilijitokeza,tokez,tok,False
ninajitokeza,tokez,tok,False
nimejitokeza,tokez,tok,False
nitajitokeza,tokez,tok,False
tulijitokeza,tokez,tok,False
tunajitokeza,tokez,tok,False
tumejitokeza,tokez,tok,False
tutajitokeza,tokez,tok,False
ulijitokeza,tokez,tok,False
unajitokeza,tokez,tok,False
umejitokeza,tokez,tok,False
utajitokeza,tokez,tok,False
mlijitokeza,tokez,tok,False
mnajitokeza,tokez,tok,False
mmejitokeza,tokez,tok,False
mtajitokeza,tokez,tok,False
alijitokeza,tokez,tok,False
anajitokeza,tokez,tok,False
amejitokeza,tokez,tok,False
atajitokeza,tokez,tok,False
walijitokeza,tokez,tok,False
wanajitokeza,tokez,tok,False
wamejitokeza,tokez,tok,False
watajitokeza,tokez,tok,False
hujitokeza,tokez,tok,False
kujitokeza,tokez,tok,False
kumjitokeza,tokez,tok,False
kuwajitokeza,tokez,tok,False
ningejitokeza,tokez,tok,False
ungejitokeza,tokez,tok,False
angejitokeza,tokez,tok,False
tungejitokeza,tokez,tok,False
mngejitokeza,tokez,tok,False
wangejitokeza,tokez,tok,False
